q,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,var_qi,i,Q,var_agg_i
9,34705744369.47811,46913621413.07164,51010202151.31199,45989019949.87619,41702222986.283966,36825413078.86558,33664158657.257805,37474348545.77922,50375439317.71488,39101413507.62441,38753145176.20514,35253525504.37573,36034816829.67059,38090813702.190704,33896608637.37638,38158604461.34917,0.003494898897097213,8,10,0.00041554484977181217
0,36383004754.719055,35508729367.32048,34828574512.74635,34213948574.120106,33759973755.2803,33383363400.858093,33182269787.470722,33159999417.42654,33219588675.026028,33222789128.714375,33445938056.974197,33707148974.61566,34174235000.05887,34742309012.208466,35378513231.33011,36202796820.167694,0.0001906072663629535,9,10,0.0007043389900285679
1,35831273172.10897,35222377526.15945,34577603254.627716,34273014106.02706,33923140166.32968,33483468188.471733,33399627858.445522,33145642157.03366,33332184139.463013,33374545317.605465,33445226152.53778,33480270882.862164,33958911793.59995,34618366954.73954,35156305831.73331,36016187618.35197,0.00013909687761993043,9,10,0.0007043389900285679
2,37161073411.00434,36242732083.6105,35464004630.331985,34996928922.64136,34564543000.12514,33829441312.17802,33151823515.129528,33109908021.46778,32724207680.254154,32541797583.107426,33082899503.020695,33448210115.01863,33826672114.12696,34468117469.86963,34584055519.80299,35713073439.0406,0.0002823835313468412,9,10,0.0007043389900285679
3,35544385229.450806,34606807233.03998,34507380152.818474,34294814822.72599,33379837328.222054,32433939219.73936,32830986956.24311,32948635541.11214,32702943780.870373,33271060183.814342,33991746429.178825,33516269995.882484,34756472034.998924,35878293928.45911,36504504867.648506,37866022161.85112,0.00035787238835234596,9,10,0.0007043389900285679
4,34978162503.59758,34596129443.70627,33653995632.04678,33112370295.0156,32362315072.956703,33079803035.93365,32801521930.61659,32051108980.239147,32816297137.337555,33259155941.196156,33581434221.418026,33909146550.63648,34779161601.24739,35982169867.07041,37611231872.47455,38493753446.45333,0.0005130011100998054,9,10,0.0007043389900285679
5,35498148752.221596,34553478910.91018,33125074819.65169,33171094776.0345,31833645580.426834,31693737232.632828,31642581611.65612,31198095750.004086,31347475789.342094,31063892197.53643,32281388254.72895,35506508167.94289,36283495537.31473,36480784560.178635,38635216370.82181,40375910733.52613,0.0012519200719114585,9,10,0.0007043389900285679
6,34416942388.7304,31205367789.34805,31101128419.23774,32487593705.042587,32787193048.62478,33725932911.46605,32049851346.65531,33272738518.505814,33426132677.882957,34106229124.739853,35978476161.6971,34926331617.393074,36311297470.61574,36403420963.94326,36779725757.41803,36225782544.97828,0.0005816499957618962,9,10,0.0007043389900285679
7,35120823161.49097,35006893665.372246,33296907164.500828,30836076924.588673,30169294971.00194,31788803531.03573,29228094563.98273,29395316998.6534,30768319872.525375,32066992883.336452,33485774845.62853,34262584192.561596,34308997942.637238,41534779526.74137,45051434903.83785,46251322416.54883,0.0037969103152810167,9,10,0.0007043389900285679
8,29888123743.823063,34592520288.090546,31768694632.38204,28941707149.88938,30675944808.253433,28978108335.10607,24334420202.0727,24467687722.674446,22579966257.016907,22850615444.099617,25424911417.314976,26052046582.266037,25448809810.52314,24436632812.7523,28255405176.729897,30277384709.103092,0.0029796157419592116,9,10,0.0007043389900285679
9,22993031522.714638,24953190399.582115,34598053609.871826,32168866679.188194,32507845166.02124,34437753479.172554,38714433452.858215,43313619145.01326,42306254896.41968,41090583521.25006,41799630420.550995,42197408347.74185,54049100640.29579,53998949155.70056,50441293981.53639,57334490495.962906,0.013035746376458506,9,10,0.0007043389900285679
0,36180096938.88032,35300223292.369255,34665378615.20297,34143117039.658245,33805590527.905197,33425091735.07363,33182600046.221466,33086704560.36595,33060542776.983116,33247650832.443874,33445577766.075653,33892334364.170364,34400484759.17337,34921460004.720116,35549356493.1102,36278801908.107704,0.00018772463697383076,10,10,0.00026219497579048443
1,36252152862.333244,35473101584.977234,34984024492.56539,34578364419.77102,34018272778.114765,33504232703.086998,33196442767.19423,33120596629.52263,33181386222.315796,33331863242.48863,33415620289.196617,33430349508.11088,33885506883.34044,34687626242.70873,35738109440.550735,36571992544.47892,0.0002124332172547685,10,10,0.00026219497579048443
2,35891059977.49965,35207635298.88517,34294057499.524567,33816390611.610844,33123735988.469135,32988329993.39741,33081466851.04892,32660107751.80202,32863805218.35869,33567022715.666603,33963261733.348915,34439816655.67516,35134186183.275925,35520773327.96767,35956755340.15486,36490014161.98353,0.00024710351338688176,10,10,0.00026219497579048443
3,36501284508.99571,36040258339.202736,34416582302.27285,34383247107.88224,34310544845.625347,34093796116.915554,34016647325.574596,33794370749.707783,33404535266.585762,32357081442.129654,32683315417.41095,33355138178.734634,33412855569.40123,33839002227.256638,34430885727.807785,34799962573.13069,0.00018128082472817198,10,10,0.00026219497579048443
4,33514088580.828667,33356158213.726864,32550694191.6568,31991538027.956646,32139754042.310745,32847616979.557,33038871897.69516,33349937390.457756,33656915225.177177,34273286202.412243,34684718171.75534,35472439868.06225,35467716469.69315,37029992440.78196,37594997989.90737,38486331717.42062,0.0005969993286232853,10,10,0.00026219497579048443
5,34285154268.773678,32974989317.86847,32300468706.086166,32740340531.946133,32734206493.98914,32629490933.253597,30818250673.970074,31553883283.44023,32487163382.216713,32646980660.904575,33950137796.85019,34650839408.3231,35243094576.36318,36179658087.30625,36955550175.64885,36424595175.115906,0.0005317104627426351,10,10,0.00026219497579048443
6,32796457981.01796,31792524609.90089,33075568247.113903,33352994912.19331,33316163559.61767,34615401711.414,36477219842.41005,35417389522.58245,35346297247.68609,32883245072.816864,35200835573.05312,34942837062.458176,34483858214.224815,34835556229.2727,34848975078.33856,36623151586.72219,0.00030309287907950323,10,10,0.00026219497579048443
7,40050973431.40521,38496788949.52954,36103860723.86157,36228463954.89227,36904258298.07071,39241266710.93315,35855498759.50829,33466005011.64471,33528200222.41438,33297318064.83276,34382190048.38642,31731114034.080536,31121588618.816223,29066398218.78148,29018819477.510193,29889284502.766357,0.002008344256561192,10,10,0.00026219497579048443
8,29524209894.907425,27539494147.989765,26898123473.228462,29806677948.301674,27821674217.826553,26184543884.079422,26422773247.247704,27335037053.483795,32154729388.085346,29216822476.226246,27568514380.789017,24661853431.969566,21670774600.5743,28531373018.53792,25777740711.38298,26036120933.625935,0.0015065118035724467,10,10,0.00026219497579048443
9,36448484779.85057,32627489385.926144,34946995156.46338,30469213308.73945,33656118011.10048,43392733793.44103,37764699611.12534,35442465168.59085,33994144386.74239,35571344136.313995,38008068379.15958,48201320880.04136,49490450967.56831,49904638367.62901,50400073541.288216,67326137821.26456,0.008713520386244894,10,10,0.00026219497579048443
0,36332293756.97155,35509982298.287415,34797470664.88098,34170605874.295776,33705799277.290733,33417810044.04459,33234357784.42658,33149359447.313225,33096974313.923565,33240217106.612095,33509815575.895214,33803346868.37236,34171057730.393875,34654722529.913734,35423788216.65903,36302359937.84653,0.000191882102833747,11,10,0.0002569685846606796
1,36581765558.25635,35673230181.504486,35110098055.535286,34658381732.97125,34044687565.73349,33453711784.415592,33242503474.532623,33156752775.841663,32919531178.885178,32934826080.10843,33113506118.65534,33300063979.771782,34034497752.85939,34899870289.31303,35581064887.17128,36496369962.102165,0.0002535084811302462,11,10,0.0002569685846606796
2,36695090195.843636,35384965358.7117,34764355619.42262,34240178711.14554,33655523485.009964,33124221182.175205,33271551270.628456,33134428091.3662,32700936765.48993,33176655832.286346,33486088355.59562,33857354178.47599,34614791472.687225,35469776438.58961,36048981927.058044,36137464892.40814,0.0002505523029545866,11,10,0.0002569685846606796
3,36583884017.30505,35493860546.41079,34653263570.25639,34294956719.27718,33820809493.11073,33653067049.500652,33793272428.83582,33553016142.764763,33329820035.896793,33765939119.50072,33532638693.217484,33131919350.941696,33129746032.742176,33068228461.120384,34249594749.169464,35666563839.350105,0.00016306011540255817,11,10,0.0002569685846606796
4,35542180542.81461,34978662188.98779,35209691592.673164,34341324659.96193,33577037773.506947,33290252542.696564,33542213891.240734,33230390970.45799,33152752596.375694,33409383645.207886,33960264333.30696,34159579345.68218,34350329689.53167,35144064516.61275,35150700587.79544,36073345671.496445,0.00013686269669163607,11,10,0.0002569685846606796
5,36718504798.44772,36629715077.69172,35379020908.161766,35169415361.71767,35268070729.38059,34986168455.89333,33834629565.56851,32466169208.34426,32670097103.654842,32403970314.67372,32139437413.42159,31747642521.111443,31696644894.296497,33561260517.878197,31488626357.21284,32022282122.96816,0.0005344461654244804,11,10,0.0002569685846606796
6,33547168786.94323,32511637798.28137,32866241701.27015,32096321244.43029,33044496778.375866,32573504820.525917,32178912274.076454,33672198764.044277,34007737502.059254,33068799981.241947,34608527041.04893,35391732141.54153,36502042108.063354,37981826755.104965,38259687533.411896,38434838952.80725,0.0007500858746183424,11,10,0.0002569685846606796
7,32590036085.82511,34777565455.60517,36956505872.336815,40910591868.53021,39450103866.44797,33123525085.914707,30740252838.03678,30188982981.633507,33688022253.35263,32830473096.984516,34104806332.02271,33220358256.11189,34531550906.14206,31010686837.357975,34813890330.82548,33635996431.570026,0.0012797884961510424,11,10,0.0002569685846606796
8,32011037869.568176,30413715857.21599,26428203833.09858,24635895256.878117,24806005636.183582,25272214673.94775,24298082286.780975,26809194676.69916,30265174550.267326,23868567368.265675,29390653009.124306,32540238578.874905,28430251126.10932,27480538007.15597,27686464777.47508,27236030992.67283,0.0018086514921711316,11,10,0.0002569685846606796
9,20473716461.72272,19199595485.67759,24101371425.188583,29807790233.831665,35218894614.44187,44446975282.218414,40424205908.371635,44951030098.822174,37953917819.06762,49010198828.346344,54774980421.75702,49766609797.50841,56572232613.53206,60258053010.73149,58952334119.51445,43291120213.388885,0.02520468066833648,11,10,0.0002569685846606796
0,36371242761.708176,35545467922.63855,34833753080.48004,34288460009.90801,33806607962.831306,33541184370.985043,33198790306.656162,33142748138.84978,33028655862.3179,33106501915.029533,33320086758.671753,33612562005.766693,34184789228.917206,34802476144.02006,35502688345.87098,36435870168.2788,0.000212314333471776,12,10,0.00039690862457025783
1,35904661659.86003,35074171447.92023,34460678939.07671,34200865330.479935,33700075883.19599,33257674442.380573,33046817757.346973,33136527470.963783,33039167705.26408,33137279817.64078,33439984331.21866,33873668041.515903,34297068971.130295,35054042687.52816,36148833441.209595,37268512768.65645,0.0002511047427939115,12,10,0.00039690862457025783
2,37075970871.8295,36384958830.9783,35754175099.149345,34838640269.12996,34044778882.0892,33581747988.990818,33301289364.180023,32812104031.52332,33027655098.993526,32947557642.598938,33163782798.48593,32896953532.97763,33221133228.97228,34389650812.413574,34950442328.21699,36202378301.463425,0.0003149632260830785,12,10,0.00039690862457025783
3,36507618684.19128,35446395291.35276,34839854954.443245,34089331421.989037,33499503876.561737,33135148989.35557,32946556868.054764,33313826524.70262,33042047961.180035,33492454933.91496,33557749924.81698,33957340521.078613,34872749579.22121,35214697138.35522,35566143219.47846,36641920302.45363,0.00023400083601428115,12,10,0.00039690862457025783
4,39630665980.59822,38107388611.709526,35980162028.957245,35337136512.67913,34696968101.72485,34402954575.217834,34052742139.013596,33320881049.446552,33429047323.30552,33069895003.16011,33481279152.67262,33190604803.56382,33262796055.274456,33883669978.180477,35148297985.03281,36675592776.55513,0.0005349238299259953,12,10,0.00039690862457025783
5,34338850897.38363,33261039095.007584,33576058657.869404,33257766829.97107,31582367127.85545,32601159996.565266,33235058998.13742,32444366952.964535,33293671281.307682,33009161205.9188,32585420715.128536,34007620747.35699,33958765525.60836,34457303996.363594,34618102998.89465,36205806879.090126,0.00019313989775252005,12,10,0.00039690862457025783
6,36933069727.96862,35647659027.92988,34845357437.69887,35187069808.19506,32885054058.73225,33872167912.27668,33096139264.96849,34032490488.84031,32984948236.077255,31992254048.004826,32887720891.488327,33692633542.702698,35769146096.39977,34770514350.20313,34903261558.25394,36929186953.75148,0.0003423343512752705,12,10,0.00039690862457025783
7,30757828254.740257,31617338386.48857,32696474818.13188,32107960776.811398,32686195089.657684,33628569367.9758,33084598639.392067,34478121934.575745,34294440338.151566,34735149260.296196,35767656680.042534,37346597741.85531,34823096276.28976,35077797468.7614,34488745340.30059,33030498329.082413,0.0004573787993003064,12,10,0.00039690862457025783
8,31268736253.42373,29440834816.4337,27882082480.757156,27055042529.42022,24082196778.705864,22631321237.19828,21935955744.39281,22487157180.235836,24629103073.31794,26286416761.7517,25513837810.101124,30665832202.79292,31249811585.94996,29506668702.938137,32580567049.052933,34060891204.055786,0.003717669126007675,12,10,0.00039690862457025783
9,27253149515.001926,29059356928.199097,23532339553.57466,25088207236.3386,30688064477.31487,37397967362.54787,43344435740.05342,41825563186.962585,47231781039.811035,37050310518.12252,43106158831.19047,42066436293.65034,48630140781.26517,44425579689.35611,55834125284.49524,54320020019.5616,0.013728366801140257,12,10,0.00039690862457025783
0,36512356170.44137,35576308359.83167,34841366376.86085,34185187475.549263,33678801801.714634,33475061558.081287,33222524047.803585,33091112224.19634,33072372168.440845,33145426406.10039,33344959291.977917,33768383037.84298,34246712911.950554,34826980086.10083,35442469491.68047,36323513716.908035,0.00021201495528790453,13,10,0.0001601423883645801
1,36659914526.27576,35746262383.362946,34990047031.872604,34396367611.45874,33790893445.948418,33476692813.947536,33267100224.847584,32903890585.810577,32780368625.867,32897083816.67859,33440358396.983368,33736881497.3108,34225412400.151012,34872495951.2683,35376452843.672646,36478692078.40053,0.00024839672600283967,13,10,0.0001601423883645801
2,36787635389.22519,35806064771.27645,35440754553.68814,34854039167.19482,34229558565.133003,33636642480.581017,33079380111.666904,32908735302.29091,32597550615.01127,32721201732.071568,33222645467.520824,33438690581.300377,34247198684.378433,35008724173.060905,36116500844.61624,36486445470.339714,0.00031148302191708434,13,10,0.0001601423883645801
3,34585027975.30899,33792060310.40097,33228001720.96389,33077063617.955856,33198179510.06411,33428731425.52233,33416506966.53474,33565708178.896282,33565975713.09784,33745958229.193855,34360809585.478455,35239261786.2442,35496595449.7495,35894979756.32151,36520699072.27043,37307940314.77463,0.0002655739885635665,13,10,0.0001601423883645801
4,41124433387.31282,38927775213.51141,37022038294.62938,35989680035.24383,35325994157.558365,34927944676.74893,34100821939.667587,32816641425.499615,32882121047.174824,32354518366.773155,32634011151.44029,32510520411.565495,32444183812.686058,32619773687.167763,33217547662.77756,34286769178.74276,0.0009679678748411123,13,10,0.0001601423883645801
5,34365481422.697235,35024672112.00748,34508210187.6603,33143961442.846146,33655815023.056206,33247988008.08209,33731585447.56025,33906829537.293015,32823874555.570557,32950528913.76063,33697614346.769825,34370210464.18645,33431125388.377666,35299909421.644066,34373230816.83843,34067973290.13106,8.36338603214645e-05,13,10,0.0001601423883645801
6,38657883577.203735,37453120821.70006,36981743476.73903,34781944155.60799,34530594983.88761,33874005654.96085,34725792762.38069,33838944155.193306,34052019186.817947,33331070944.18006,33381555241.834827,32567957734.25408,33693762435.71678,34895753406.33819,39029488712.929665,40440706615.326065,0.0007979210461912433,13,10,0.0001601423883645801
7,37849218834.91979,35191684970.90022,36009350199.06285,33470959554.43158,33628470230.06135,31450579055.987766,31789237866.825073,34164135603.85823,32399236120.58175,33654672865.42593,33232952198.294262,32642167881.355553,33170141533.85627,32035453867.64851,34406820519.89097,35086100871.13427,0.00045011142750050646,13,10,0.0001601423883645801
8,24018987881.37864,27969754213.043022,23781237953.19477,26403474934.41844,28605631948.59118,25649141340.352654,22690755184.356667,22701625011.94046,23500793593.51578,24072347344.836617,29561575165.099266,29821896930.428707,32822471942.33773,34868087459.79475,33380507822.76873,35184449084.692444,0.00454732033615481,13,10,0.0001601423883645801
9,32178274794.705284,39160300421.3226,37257317752.1829,36234658808.47103,41777044669.42092,50191403515.001854,43910638821.03474,42009009276.701965,40572451290.87389,38756233974.77602,38982825203.0156,41086730905.17653,35230140166.38159,28254691174.779087,35182906529.34206,37545874723.418495,0.0032486604350337356,13,10,0.0001601423883645801
0,36062767098.11831,35214321984.110085,34613872069.50896,33976948472.871506,33612182513.31109,33360717660.192245,33074540190.1699,32989767779.855907,33013580497.551086,33199867720.23598,33556227994.401207,33931886753.490845,34490705405.273384,35043232661.22086,35575426919.90918,36415856173.77538,0.0001996548478812017,14,10,0.0005088725762252899
1,35902254375.58729,35163496130.11455,34822340033.214775,34253187049.344383,34111513879.918854,33744177849.117146,33496536233.04411,33169451895.82299,33059497349.955536,33111510986.95133,33156696609.98214,33470146775.28869,34012055155.388546,34961306189.890045,35344446477.0471,36176486718.27695,0.0001681903269917173,14,10,0.0005088725762252899
2,37224149950.15703,36085508175.20387,34627369835.019196,34281036155.70111,33265239884.269238,32951977298.125076,32808477161.876537,32373849414.822685,32627886763.002632,33306945239.1417,33750960789.067333,34399538854.358765,34722985843.11568,34855656331.469666,35086886502.571144,36169303192.5549,0.00030888570117041113,14,10,0.0005088725762252899
3,36614374727.03908,34920371304.96539,33940630657.68473,33553379362.926643,33257872841.475555,33207431157.93137,33110184653.750435,33290059104.663742,33108075659.564396,32986804778.31545,33017426204.999153,33899395015.619865,34486205260.709984,34490233454.316376,35380222870.645485,36959953297.15951,0.0002493365685414382,14,10,0.0005088725762252899
4,36335584069.82581,35281523047.92504,34335137778.47762,33321133827.653446,33295157056.825687,32943096875.523182,32734802404.755905,32478562272.387154,33081430386.625996,33693919900.97314,34106003119.78554,34628622332.604065,34591747800.60041,35922697376.43461,35612084888.63519,36705823619.987465,0.0002840878240090005,14,10,0.0005088725762252899
5,35673125437.671875,35126847970.28793,34344847907.42554,34952819288.26185,34069917972.35795,33537710629.78983,32072867511.461143,32121200932.904423,32992772276.480762,34011255332.316578,35577888893.54626,34526321897.76867,34151047162.46172,34623744921.1021,34567309404.67481,35134932451.83822,0.00019371736144857787,14,10,0.0005088725762252899
6,40195138253.80778,38839505590.684494,37922662993.442566,36097497375.6324,37309942259.13617,36637780711.75389,36762158034.77743,34167709800.207054,33517422162.697468,33427781908.31567,32184424568.32834,30610632735.004456,30690353186.95091,30489530765.70786,31577910832.80644,30791654524.581978,0.001665399695884094,14,10,0.0005088725762252899
7,34760577877.29135,35878157747.777565,34456416187.05487,31575686077.633762,28527386880.480698,29419499481.950233,29837209140.94771,30706481592.999752,32854148547.0012,35116980979.11851,36905241402.37129,38627209744.28571,37297051737.2526,35447515430.01614,35990457694.20843,37435368609.29191,0.0017116423227958248,14,10,0.0005088725762252899
8,27652882091.378746,25733506259.277122,25763648687.1926,23663127995.723274,23955763002.77085,24948001144.430626,24009817612.800007,23613193593.88313,26440566506.197906,23147189080.468178,30037558938.75451,30884350841.861214,32624998579.702293,30448868265.954063,34904041399.21857,40037137689.87102,0.004917104731438982,14,10,0.0005088725762252899
9,46617335651.56821,44284964141.71232,53234976020.14458,53561639515.33061,49980999272.10745,42579946006.04547,32577799319.477375,34213076549.924526,35412132915.67624,30642797155.566765,28250743174.89624,29793422559.76227,43854437449.01607,40078174939.87154,46921104472.03365,53411620627.640076,0.009146729502445687,14,10,0.0005088725762252899
0,36288867842.140465,35563784757.85642,34732582866.706894,34149079642.20571,33728072527.460114,33417961337.56129,33167367212.454487,33066165349.29329,33032709607.940193,33212862228.7205,33339854071.835068,33708937736.38605,34238627981.265297,34816852867.190765,35536697675.77598,36406665183.987656,0.00020956778001192996,15,10,0.00011447543958438527
1,36822448481.37356,35578069935.46339,34822106407.980934,34370675889.267166,33993167508.37869,33592121428.81986,33192263128.688663,32972139936.813644,33186605784.427567,33119454834.122723,33245472194.02695,33624892781.212345,33980629566.589886,34439707799.95669,35191334142.860954,36327540418.57313,0.00021983429173858763,15,10,0.00011447543958438527
2,36797803092.19026,35724500176.738846,34743300433.37545,33851268734.473774,33393756512.289986,33739707444.53548,33414617603.219715,33316904800.326355,33313159031.44566,33278491931.690716,33559613411.28066,33407734886.44404,34041715630.57306,34420562856.941086,35408093857.19785,36320345965.53331,0.00021048316155671652,15,10,0.00011447543958438527
3,38229915298.238976,37544583040.94658,35817264689.912056,35558718493.42806,34440249247.29802,33961815007.662624,33289950643.02263,33011196260.267544,33131041111.76228,32758904891.803642,33088823063.708317,33587937639.73691,33398303813.610058,33881355792.361813,34012935057.92758,34861312053.45491,0.00039919093771458253,15,10,0.00011447543958438527
4,37819956437.54801,36486470482.40446,35223982403.52853,34252288707.848595,33392149111.295406,32645845120.383495,32869933467.60105,32364114811.116734,32835483947.326218,34319430335.410744,34349623906.034725,34776526061.26248,34343408081.639336,34738513361.52175,35195633672.21172,36866707148.79393,0.00037756455353760794,15,10,0.00011447543958438527
5,37170304724.16275,35882508566.39335,34823218802.07434,35073296412.34171,33476980506.80421,32760505598.323574,32292306583.314266,32693926935.988976,33018815012.49132,33597722485.87194,32917893385.66901,32734704660.136536,32080714968.70786,32661449344.45689,33693826603.896076,34572077197.028305,0.0003228408626900091,15,10,0.00011447543958438527
6,29288525168.25839,31292951636.528553,33122235480.837395,31021225580.682163,31697000037.089504,33194417700.74192,34399271221.9679,34919101164.65699,35374528214.86983,35928488720.49389,35577115262.71921,35583021014.584465,35407048240.71259,35344932835.42153,35076732736.57483,35067597661.946686,0.0007292826585557935,15,10,0.00011447543958438527
7,29956638786.29669,28722128712.3028,28375276736.255558,29312542446.743114,28424537178.091522,29637054058.327457,31140361948.024868,32945113827.58729,32728826069.206215,34148843107.00294,32571891774.77226,34865438116.2633,41585301899.17332,47840745909.32627,48275827900.35295,46012219373.78147,0.006714266211144796,15,10,0.00011447543958438527
8,29961934579.414505,30177207185.607826,27142837540.69781,29026115558.774887,27877344289.019505,29116002171.604164,27867409232.302776,29941183984.3524,28193141296.814926,26974894690.017162,26885733524.087173,30537184531.653824,25483243572.300453,23134757806.819588,25081521713.977146,21485195731.192875,0.0018446058894075598,15,10,0.00011447543958438527
9,40146874929.60901,41168552919.93037,49228123264.19768,53794695458.58569,46610826846.93356,46266662579.54227,36061878946.10543,35454707262.072,35413575038.82296,43586716799.364334,37471350302.568275,38099448847.882324,30886640380.937912,31898206452.26995,30481806361.27556,36003476572.05302,0.005323596949249164,15,10,0.00011447543958438527
0,36303096185.330246,35462671436.06792,34800226044.00661,34240661237.561676,33856174618.95097,33491467279.473217,33172323713.866592,33116558006.83797,33057966557.308475,33072419462.359093,33238769007.522007,33594016921.167477,34095670395.11319,34809757890.03686,35486311208.111755,36324680938.872154,0.0002061267308629924,16,10,0.0010218686004961222
1,36539656413.40289,35599997493.32411,34881476672.157646,34252381952.75973,33886573501.068253,33411938414.318527,33239086458.11261,32784826289.632034,32941333742.069355,33280864376.290855,33535147650.9037,33911651670.12923,34357064293.758728,34881806983.46646,35484777742.8911,36597497745.61178,0.00023067266348557534,16,10,0.0010218686004961222
2,36895110287.34854,35663762557.39176,34830466617.76373,34107021628.933273,33522641730.498833,33398681218.98384,32953793098.221733,32909198166.83678,33405616753.28356,33426998641.409424,33472245756.331432,33753284169.92053,33978126240.604424,34355940812.31137,35050250406.32598,36351639539.25978,0.00022323636918655207,16,10,0.0010218686004961222
3,36807113736.93158,35548857988.57015,35797208008.65094,35022631101.44006,34324820006.96005,33863636958.827282,33584240565.17045,33093649074.364845,33045583925.661415,32931139322.848568,33573074461.625435,33114751482.815403,33219540099.02867,33919429516.619637,34564800233.61792,35599961667.68721,0.0002222761527910954,16,10,0.0010218686004961222
4,34660791804.05942,34901922761.639465,34248004349.271202,34480482485.92971,34658887649.45575,34802141328.47356,35071685109.84978,34846650921.075386,33750236861.014652,33578703614.58405,33700116487.858482,32570814867.199444,32684639913.358177,32832479485.886208,33251371615.02387,35422638300.127815,0.00013559778251162318,16,10,0.0010218686004961222
5,34953195739.46492,33742153732.572365,33179042078.541885,33664575833.32632,32098147890.287254,32273794281.125015,32703469553.089012,31635733357.122604,31080215077.127747,31755951666.13099,34007709653.532875,34196020432.883286,36195064803.702446,37921490616.14001,37889913345.61031,40418358997.80242,0.0010587962871673696,16,10,0.0010218686004961222
6,33805506522.86464,34395360290.49936,34633966721.582466,33217491950.55121,33737938215.94308,33133763558.871784,31947545265.783855,32203072394.03692,33699332281.271484,33560383570.5168,33265600769.434673,34156669006.425694,34587983251.66086,34901515357.562874,36643042570.65235,39851508969.70114,0.0005112115109066099,16,10,0.0010218686004961222
7,41039478406.436195,39005032729.90088,33978200728.825947,36770059416.217354,36113418518.38519,33403409236.903942,35349529593.45473,35142187266.2463,35616796828.22818,32612188748.366703,31668146490.88706,31728881248.65175,31303877274.01881,29740012035.242046,30646616919.79497,28008845757.642063,0.0019200664304901776,16,10,0.0010218686004961222
8,36858587943.44476,38258414073.60487,50625473809.47412,37244045578.87315,32357634575.9005,26582027122.76882,23616609171.47317,24919997008.40812,30318535561.4796,29215926005.939228,33880335626.19837,30504682052.901573,29982505292.22295,29296142196.660072,28863743512.8928,34492891919.115585,0.006524919271243651,16,10,0.0010218686004961222
9,52950749662.50392,46993649696.079285,34402872856.87939,32262268369.39982,37439096373.60623,30521370957.890907,23296460841.466923,26796659070.077217,28601862453.8403,26595291832.876297,28054319503.92945,36566877922.542175,48480638553.530914,58568863052.39311,75963507629.16788,74099094261.46368,0.02604259395057092,16,10,0.0010218686004961222
0,36317362145.65338,35480823711.974045,34788913212.2371,34211079184.648186,33757972099.506634,33529345813.265007,33265719796.13223,33097550219.705082,33157562982.696995,33186852851.07922,33424814213.39238,33764207963.14622,34255388910.720634,34892170737.90386,35600005120.93042,36450252967.2561,0.0002027804510145212,17,10,0.0004961688402061081
1,36502868728.33996,35849479224.30434,34991388238.63031,34303824257.26052,33812039536.52355,33659702999.147614,33309618030.783722,33077334995.783234,33131821965.116486,33291256583.671803,33437650085.012466,33915951430.042862,34236555824.129944,34506695778.32997,35146232222.199135,36055443953.08873,0.0001880011895925831,17,10,0.0004961688402061081
2,35965422147.38629,35460501683.7991,34691316003.4032,33703744862.968822,33686873759.298183,33489264330.070694,33065530536.496334,32933815944.40357,33126740327.99577,33339883940.767815,33725630263.465538,34046286397.6473,34202966105.826775,35078932332.18976,35633804119.49024,36388679994.59883,0.00019476357141545595,17,10,0.0004961688402061081
3,35558205312.78474,35516453045.66046,35058405549.65023,34718129214.47638,34341763550.305767,33278238558.831783,32799853063.950138,33083010703.9003,33199320855.97624,32984665605.500896,32402981457.77671,33796105166.828037,33395777508.997047,34013896448.603428,34932193699.481,35681424778.436005,0.0001898117492737007,17,10,0.0004961688402061081
4,37505045720.448204,37200263573.685555,36956055344.48057,36770627724.23264,36829713179.25277,34941959144.9084,33768019119.758507,33112346048.432564,32585254422.643303,32039060546.00566,31891011714.194664,32363963823.232132,32358215977.288773,33217828368.180077,34373156622.588806,34151964517.235947,0.000657142860653033,17,10,0.0004961688402061081
5,37441042464.4496,36256780731.77572,35236720259.13522,34263432336.613575,34470036023.80746,33395316282.48705,32843257214.06485,31290988807.05259,31788096754.874466,31633033127.70216,32357112488.65851,32418975940.796997,33017325912.61472,33174525678.123714,33877663535.983543,34623634871.49746,0.00046875377903481406,17,10,0.0004961688402061081
6,37446273078.954285,35653703543.47785,35220397888.11914,35083107358.69684,34546192646.89688,33742485950.78373,33463864064.725758,32466529445.536243,32000604764.85707,31141264497.698456,31996913300.09687,33958429902.34568,35015001214.21031,36861175156.16286,39569095131.73029,39236820130.334366,0.0009401151594236497,17,10,0.0004961688402061081
7,36391985068.93071,36275814548.51452,37662660963.55885,38904612563.0687,38067687916.56141,36159486862.59362,36832788135.26481,37395483456.00324,35379567493.93767,32207574922.181507,31600347614.82527,31569242075.840702,31010909140.1162,29057872007.4661,28154166668.221546,25550310762.74664,0.002936038649361968,17,10,0.0004961688402061081
8,36590532631.35239,34647024660.13172,32824258071.045322,31303968787.876556,27769624069.219593,25983951270.522964,26157308389.543903,26801528264.076775,30106721688.598217,26015948792.471653,23818837673.77984,23008968781.661385,23734845326.656456,23548510544.39775,23892860056.77387,25145815192.432503,0.0040977826946059755,17,10,0.0004961688402061081
