,ID,ID_degree,center_year,window,bin
75135,554503706,1,2001,3,"(-0.24, 0.01]"
75136,554503763,192,2001,3,"(2.26, 2.51]"
75137,554503813,7,2001,3,"(0.76, 1.01]"
75138,554504001,3,2001,3,"(0.26, 0.51]"
75139,554801126,5,2001,3,"(0.51, 0.76]"
75140,554801225,2,2001,3,"(0.26, 0.51]"
75141,554801944,19,2001,3,"(1.26, 1.51]"
75142,555450063,9,2001,3,"(0.76, 1.01]"
75143,555450071,155,2001,3,"(2.01, 2.26]"
75144,555520642,50,2001,3,"(1.51, 1.76]"
75145,555550276,20,2001,3,"(1.26, 1.51]"
75146,555650118,168,2001,3,"(2.01, 2.26]"
75147,555680073,72,2001,3,"(1.76, 2.01]"
75148,555750389,15,2001,3,"(1.01, 1.26]"
75149,555750553,228,2001,3,"(2.26, 2.51]"
75150,555750892,16,2001,3,"(1.01, 1.26]"
75151,555780170,131,2001,3,"(2.01, 2.26]"
75152,555850379,3,2001,3,"(0.26, 0.51]"
75153,556001634,21,2001,3,"(1.26, 1.51]"
75154,556080083,33,2001,3,"(1.51, 1.76]"
75155,556150050,143,2001,3,"(2.01, 2.26]"
75156,556150092,2,2001,3,"(0.26, 0.51]"
75157,556150183,1,2001,3,"(-0.24, 0.01]"
75158,556180016,16,2001,3,"(1.01, 1.26]"
75159,556220010,12,2001,3,"(1.01, 1.26]"
75160,556350031,19,2001,3,"(1.26, 1.51]"
75161,556350049,13,2001,3,"(1.01, 1.26]"
75162,556350064,48,2001,3,"(1.51, 1.76]"
75163,556350189,1,2001,3,"(-0.24, 0.01]"
75164,556420065,27,2001,3,"(1.26, 1.51]"
75165,556450294,2,2001,3,"(0.26, 0.51]"
75166,556450393,78,2001,3,"(1.76, 2.01]"
75167,556450427,94,2001,3,"(1.76, 2.01]"
75168,556550366,14,2001,3,"(1.01, 1.26]"
75169,556750123,4,2001,3,"(0.51, 0.76]"
75170,556750248,3,2001,3,"(0.26, 0.51]"
75171,556880011,93,2001,3,"(1.76, 2.01]"
75172,556920221,47,2001,3,"(1.51, 1.76]"
75173,557050028,10,2001,3,"(0.76, 1.01]"
75174,557150349,1,2001,3,"(-0.24, 0.01]"
75175,557150455,4,2001,3,"(0.51, 0.76]"
75176,557170966,12,2001,3,"(1.01, 1.26]"
75177,557180031,7,2001,3,"(0.76, 1.01]"
75178,557180098,13,2001,3,"(1.01, 1.26]"
75179,557210697,7,2001,3,"(0.76, 1.01]"
75180,557250487,33,2001,3,"(1.51, 1.76]"
75181,557250644,4,2001,3,"(0.51, 0.76]"
75182,557280039,32,2001,3,"(1.26, 1.51]"
75183,557350097,17,2001,3,"(1.01, 1.26]"
75184,557350436,36,2001,3,"(1.51, 1.76]"
75185,558201075,20,2001,3,"(1.26, 1.51]"
75186,558201620,82,2001,3,"(1.76, 2.01]"
75187,558202131,13,2001,3,"(1.01, 1.26]"
75188,558202370,3,2001,3,"(0.26, 0.51]"
75189,558203840,44,2001,3,"(1.51, 1.76]"
75190,558205019,11,2001,3,"(1.01, 1.26]"
75191,558279329,50,2001,3,"(1.51, 1.76]"
75192,558500187,75,2001,3,"(1.76, 2.01]"
75193,558500203,74,2001,3,"(1.76, 2.01]"
75194,558500252,7,2001,3,"(0.76, 1.01]"
75195,558500294,6,2001,3,"(0.76, 1.01]"
75196,558500484,23,2001,3,"(1.26, 1.51]"
75197,558501060,74,2001,3,"(1.76, 2.01]"
75198,558501466,20,2001,3,"(1.26, 1.51]"
75199,558501953,16,2001,3,"(1.01, 1.26]"
75200,558502001,112,2001,3,"(2.01, 2.26]"
75201,558502597,42,2001,3,"(1.51, 1.76]"
75202,558502621,1,2001,3,"(-0.24, 0.01]"
75203,558502811,48,2001,3,"(1.51, 1.76]"
75204,558502829,26,2001,3,"(1.26, 1.51]"
75205,558502936,34,2001,3,"(1.51, 1.76]"
75206,558503256,66,2001,3,"(1.76, 2.01]"
75207,558503371,206,2001,3,"(2.26, 2.51]"
75208,558503405,26,2001,3,"(1.26, 1.51]"
75209,558503629,39,2001,3,"(1.51, 1.76]"
75210,558503769,69,2001,3,"(1.76, 2.01]"
75211,558503777,55,2001,3,"(1.51, 1.76]"
75212,558503827,30,2001,3,"(1.26, 1.51]"
75213,558503835,385,2001,3,"(2.51, 2.76]"
75214,558503959,93,2001,3,"(1.76, 2.01]"
75215,558503967,47,2001,3,"(1.51, 1.76]"
75216,558504023,20,2001,3,"(1.26, 1.51]"
75217,558504239,19,2001,3,"(1.26, 1.51]"
75218,558504254,144,2001,3,"(2.01, 2.26]"
75219,558504379,2,2001,3,"(0.26, 0.51]"
75220,558504460,1,2001,3,"(-0.24, 0.01]"
75221,558504486,292,2001,3,"(2.26, 2.51]"
75222,558504494,172,2001,3,"(2.01, 2.26]"
75223,558504536,3,2001,3,"(0.26, 0.51]"
75224,558504544,44,2001,3,"(1.51, 1.76]"
75225,558800504,91,2001,3,"(1.76, 2.01]"
75226,558800785,15,2001,3,"(1.01, 1.26]"
75227,558800926,283,2001,3,"(2.26, 2.51]"
75228,558801106,22,2001,3,"(1.26, 1.51]"
75229,558801155,5,2001,3,"(0.51, 0.76]"
75230,559200464,20,2001,3,"(1.26, 1.51]"
75231,559200829,23,2001,3,"(1.26, 1.51]"
75232,559501598,25,2001,3,"(1.26, 1.51]"
75233,559800404,18,2001,3,"(1.01, 1.26]"
75234,559800420,63,2001,3,"(1.76, 2.01]"
75235,559800628,17,2001,3,"(1.01, 1.26]"
75236,559800750,25,2001,3,"(1.26, 1.51]"
75237,559801675,49,2001,3,"(1.51, 1.76]"
75238,559802004,224,2001,3,"(2.26, 2.51]"
75239,559803945,10,2001,3,"(0.76, 1.01]"
75240,559804562,124,2001,3,"(2.01, 2.26]"
75241,560200057,124,2001,3,"(2.01, 2.26]"
75242,560200305,17,2001,3,"(1.01, 1.26]"
75243,560200453,181,2001,3,"(2.01, 2.26]"
75244,560200560,70,2001,3,"(1.76, 2.01]"
75245,560500498,112,2001,3,"(2.01, 2.26]"
75246,560501447,83,2001,3,"(1.76, 2.01]"
75247,560506255,4,2001,3,"(0.51, 0.76]"
75248,560800799,46,2001,3,"(1.51, 1.76]"
75249,560800831,3,2001,3,"(0.26, 0.51]"
75250,560801045,60,2001,3,"(1.76, 2.01]"
75251,560801409,1,2001,3,"(-0.24, 0.01]"
75252,560801581,17,2001,3,"(1.01, 1.26]"
75253,560801631,2,2001,3,"(0.26, 0.51]"
75254,560801706,11,2001,3,"(1.01, 1.26]"
75255,560801763,39,2001,3,"(1.51, 1.76]"
75256,560801854,3,2001,3,"(0.26, 0.51]"
75257,560802142,2,2001,3,"(0.26, 0.51]"
75258,561066101,2,2001,3,"(0.26, 0.51]"
75259,561100884,67,2001,3,"(1.76, 2.01]"
75260,561169327,55,2001,3,"(1.51, 1.76]"
75261,561176629,3,2001,3,"(0.26, 0.51]"
75262,561620048,19,2001,3,"(1.26, 1.51]"
75263,561650011,3,2001,3,"(0.26, 0.51]"
75264,561680166,85,2001,3,"(1.76, 2.01]"
75265,561750084,1,2001,3,"(-0.24, 0.01]"
75266,561750506,31,2001,3,"(1.26, 1.51]"
75267,561750845,53,2001,3,"(1.51, 1.76]"
75268,561780016,2,2001,3,"(0.26, 0.51]"
75269,561780297,51,2001,3,"(1.51, 1.76]"
75270,561820614,75,2001,3,"(1.76, 2.01]"
75271,561920315,1,2001,3,"(-0.24, 0.01]"
75272,561920323,275,2001,3,"(2.26, 2.51]"
75273,561920372,64,2001,3,"(1.76, 2.01]"
75274,561980053,1,2001,3,"(-0.24, 0.01]"
75275,561980269,83,2001,3,"(1.76, 2.01]"
75276,562000067,32,2001,3,"(1.26, 1.51]"
75277,562000737,6,2001,3,"(0.76, 1.01]"
75278,562000950,24,2001,3,"(1.26, 1.51]"
75279,562001123,95,2001,3,"(1.76, 2.01]"
75280,562001560,115,2001,3,"(2.01, 2.26]"
75281,562001628,17,2001,3,"(1.01, 1.26]"
75282,562001891,153,2001,3,"(2.01, 2.26]"
75283,562002469,217,2001,3,"(2.26, 2.51]"
75284,562002576,22,2001,3,"(1.26, 1.51]"
75285,562003178,8,2001,3,"(0.76, 1.01]"
75286,562003293,48,2001,3,"(1.51, 1.76]"
75287,562003335,4,2001,3,"(0.51, 0.76]"
75288,562003509,2,2001,3,"(0.26, 0.51]"
75289,562004564,24,2001,3,"(1.26, 1.51]"
75290,562004754,5,2001,3,"(0.51, 0.76]"
75291,562004796,66,2001,3,"(1.76, 2.01]"
75292,562004853,75,2001,3,"(1.76, 2.01]"
75293,562005033,2,2001,3,"(0.26, 0.51]"
75294,562005447,332,2001,3,"(2.51, 2.76]"
75295,562005538,27,2001,3,"(1.26, 1.51]"
75296,562006726,11,2001,3,"(1.01, 1.26]"
75297,562007104,48,2001,3,"(1.51, 1.76]"
75298,562007542,3,2001,3,"(0.26, 0.51]"
75299,562008029,1,2001,3,"(-0.24, 0.01]"
75300,562008052,43,2001,3,"(1.51, 1.76]"
75301,562008201,60,2001,3,"(1.76, 2.01]"
75302,562008896,2,2001,3,"(0.26, 0.51]"
75303,562009431,186,2001,3,"(2.26, 2.51]"
75304,562009977,3,2001,3,"(0.26, 0.51]"
75305,562010165,11,2001,3,"(1.01, 1.26]"
75306,562010223,67,2001,3,"(1.76, 2.01]"
75307,562010264,2,2001,3,"(0.26, 0.51]"
75308,562010454,99,2001,3,"(1.76, 2.01]"
75309,562010603,39,2001,3,"(1.51, 1.76]"
75310,562010926,7,2001,3,"(0.76, 1.01]"
75311,562011114,79,2001,3,"(1.76, 2.01]"
75312,562011452,94,2001,3,"(1.76, 2.01]"
75313,562011528,13,2001,3,"(1.01, 1.26]"
75314,562011742,45,2001,3,"(1.51, 1.76]"
75315,562012013,246,2001,3,"(2.26, 2.51]"
75316,562012187,455,2001,3,"(2.51, 2.76]"
75317,562012427,297,2001,3,"(2.26, 2.51]"
75318,562012583,2,2001,3,"(0.26, 0.51]"
75319,562013052,21,2001,3,"(1.26, 1.51]"
75320,562013268,12,2001,3,"(1.01, 1.26]"
75321,562013490,7,2001,3,"(0.76, 1.01]"
75322,562013896,30,2001,3,"(1.26, 1.51]"
75323,562014159,154,2001,3,"(2.01, 2.26]"
75324,562014423,26,2001,3,"(1.26, 1.51]"
75325,562014456,24,2001,3,"(1.26, 1.51]"
75326,562014860,24,2001,3,"(1.26, 1.51]"
75327,562015859,14,2001,3,"(1.01, 1.26]"
75328,562015875,535,2001,3,"(2.51, 2.76]"
75329,562016634,454,2001,3,"(2.51, 2.76]"
75330,562016774,113,2001,3,"(2.01, 2.26]"
75331,562016816,2,2001,3,"(0.26, 0.51]"
75332,562017046,75,2001,3,"(1.76, 2.01]"
75333,562017533,36,2001,3,"(1.51, 1.76]"
75334,562017830,240,2001,3,"(2.26, 2.51]"
75335,562018002,110,2001,3,"(2.01, 2.26]"
75336,562018523,19,2001,3,"(1.26, 1.51]"
75337,562018556,132,2001,3,"(2.01, 2.26]"
75338,562018655,75,2001,3,"(1.76, 2.01]"
75339,562020891,6,2001,3,"(0.76, 1.01]"
75340,562021030,11,2001,3,"(1.01, 1.26]"
75341,562021097,284,2001,3,"(2.26, 2.51]"
75342,562022905,25,2001,3,"(1.26, 1.51]"
75343,562023945,280,2001,3,"(2.26, 2.51]"
75344,562023978,2,2001,3,"(0.26, 0.51]"
75345,562024166,6,2001,3,"(0.76, 1.01]"
75346,562024232,13,2001,3,"(1.01, 1.26]"
75347,562024711,14,2001,3,"(1.01, 1.26]"
75348,562025122,43,2001,3,"(1.51, 1.76]"
75349,562025197,684,2001,3,"(2.76, 3.01]"
75350,562025361,4,2001,3,"(0.51, 0.76]"
75351,562026963,665,2001,3,"(2.76, 3.01]"
75352,562027581,11,2001,3,"(1.01, 1.26]"
75353,562027623,30,2001,3,"(1.26, 1.51]"
75354,562027771,273,2001,3,"(2.26, 2.51]"
75355,562028167,10,2001,3,"(0.76, 1.01]"
75356,562028233,5,2001,3,"(0.51, 0.76]"
75357,562028472,129,2001,3,"(2.01, 2.26]"
75358,562028779,16,2001,3,"(1.01, 1.26]"
75359,562029058,26,2001,3,"(1.26, 1.51]"
75360,562029090,24,2001,3,"(1.26, 1.51]"
75361,562029223,151,2001,3,"(2.01, 2.26]"
75362,562029298,16,2001,3,"(1.01, 1.26]"
75363,562029900,3,2001,3,"(0.26, 0.51]"
75364,562030114,24,2001,3,"(1.26, 1.51]"
75365,562030221,189,2001,3,"(2.26, 2.51]"
75366,562031153,40,2001,3,"(1.51, 1.76]"
75367,562031658,22,2001,3,"(1.26, 1.51]"
