s,m,diag,compA,compB,count,mean,sum,std,pct10,pct25,pct75,pct90
0.02,1,offdiag,FE,noise,90,-36340310474037.76,-3270627942663398.0,3244850362015286.0,-5686403004956822.0,-1132410221253822.5,2145690578266334.0,2737269023499388.5
0.02,1,offdiag,base,FE,90,8.55491581261977e+16,7.699424231357793e+18,6.334684125850737e+16,3.3942432465068016e+16,4.016575552767179e+16,1.0803571670941296e+17,1.988046389743494e+17
0.02,1,offdiag,base,base,90,1.340215547884995e+18,1.2061939930964956e+20,1.478409050490829e+18,3.290583514440654e+17,4.752652085159653e+17,1.525189696442932e+18,3.040502697540337e+18
0.02,1,offdiag,base,noise,90,-5444990114053931.0,-4.9004911026485376e+17,7.702504368641426e+16,-7.931892997408989e+16,-1.8945028749780924e+16,1.868199095285733e+16,5.613625375390273e+16
0.02,1,offdiag,noise,FE,90,-36340310474037.82,-3270627942663403.5,3244850362015286.5,-5686403004956822.0,-1132410221253822.5,2145690578266334.0,2737269023499388.5
0.02,1,offdiag,noise,base,90,-5444990114053927.0,-4.9004911026485344e+17,7.702504368641424e+16,-7.931892997408989e+16,-1.8945028749780924e+16,1.868199095285733e+16,5.613625375390273e+16
0.02,1,offdiag,noise,noise,90,-873753367667987.4,-7.863780309011886e+16,4126509134031218.0,-5184113250106566.0,-1215086725387197.2,821460512203817.4,2128142105127760.2
0.05,1,diag,FE,FE,10,3.866668798868024e+16,3.866668798868024e+17,3644373649813361.5,3.55880552215779e+16,3.633059838022978e+16,4.1694095919350024e+16,4.2321756121335656e+16
0.05,1,diag,FE,base,10,2.148457135338089e+17,2.148457135338089e+18,1.7074102560786227e+17,8.315498992200765e+16,1.0191389786670531e+17,2.4369015050948365e+17,4.44699337431467e+17
0.05,1,diag,FE,noise,10,728085387839245.8,7280853878392457.0,1.9514676496451236e+16,-2.972140263582814e+16,-5863562493762337.0,1.2443097472515888e+16,1.6615566506853346e+16
0.05,1,diag,base,FE,10,2.148457135338089e+17,2.148457135338089e+18,1.7074102560786227e+17,8.315498992200765e+16,1.0191389786670531e+17,2.4369015050948365e+17,4.44699337431467e+17
0.05,1,diag,base,base,10,2.5180685159370035e+18,2.5180685159370035e+19,3.68682896219006e+18,2.879509455299913e+17,3.346167479416331e+17,2.0383828598275077e+18,8.592382521749601e+18
0.05,1,diag,base,noise,10,1.1404918287181876e+16,1.1404918287181875e+17,1.3354846608061104e+17,-1.3212618606832654e+17,-8.069209635750576e+16,3.2027855623142948e+16,1.2242245651562835e+17
0.05,1,diag,noise,FE,10,728085387839245.8,7280853878392457.0,1.9514676496451236e+16,-2.972140263582814e+16,-5863562493762337.0,1.2443097472515888e+16,1.6615566506853346e+16
0.05,1,diag,noise,base,10,1.1404918287181876e+16,1.1404918287181875e+17,1.3354846608061104e+17,-1.3212618606832654e+17,-8.069209635750576e+16,3.2027855623142948e+16,1.2242245651562835e+17
0.05,1,diag,noise,noise,10,8.26278192626511e+16,8.26278192626511e+17,1.715959760062382e+17,7003415279600207.0,8873049617768121.0,5.15317956143451e+16,1.4405349993434362e+17
0.05,1,offdiag,FE,FE,90,3.8285409752309064e+16,3.4456868777078154e+18,2331095794577478.5,3.51714103810984e+16,3.648975604488163e+16,3.961379255922242e+16,4.161327746456185e+16
0.05,1,offdiag,FE,base,90,2.1348558874044768e+17,1.921370298664029e+19,1.5954764890741277e+17,8.364957925920523e+16,9.95133481301848e+16,2.6644216097196403e+17,4.986488644168655e+17
0.05,1,offdiag,FE,noise,90,-399345071310271.44,-3.5941056417924428e+16,2.053898142403561e+16,-3.5486288335597716e+16,-7133042072580831.0,1.2823568694257638e+16,1.7778367291556948e+16
0.05,1,offdiag,base,FE,90,2.134855887404477e+17,1.9213702986640294e+19,1.5954764890741277e+17,8.364957925920523e+16,9.95133481301848e+16,2.6644216097196403e+17,4.986488644168655e+17
0.05,1,offdiag,base,base,90,1.339725304770109e+18,1.205752774293098e+20,1.4821220454235264e+18,3.26726685595416e+17,4.742697163854655e+17,1.5288916073292475e+18,3.0399181965457807e+18
0.05,1,offdiag,base,noise,90,-1.417305794309762e+16,-1.2755752148787858e+18,1.895456962078707e+17,-1.9265993265026176e+17,-4.4742931151741864e+16,4.824537748778059e+16,1.3513562760550648e+17
0.05,1,offdiag,noise,FE,90,-399345071310272.25,-3.59410564179245e+16,2.0538981424035604e+16,-3.5486288335597716e+16,-7133042072580831.0,1.2823568694257638e+16,1.7778367291556948e+16
0.05,1,offdiag,noise,base,90,-1.4173057943097614e+16,-1.2755752148787853e+18,1.8954569620787072e+17,-1.9265993265026176e+17,-4.4742931151741864e+16,4.824537748778059e+16,1.3513562760550648e+17
0.05,1,offdiag,noise,noise,90,-4426578199135984.5,-3.983920379222386e+17,2.302085027743803e+16,-3.157593013048065e+16,-8096294280837549.0,4964427413405847.0,1.358931340097884e+16
0.1,1,diag,FE,FE,10,1.5324125115514592e+17,1.5324125115514593e+18,1.5760032213815608e+16,1.3943520289608536e+17,1.4300236425749109e+17,1.65881004762246e+17,1.7280305755154717e+17
0.1,1,diag,FE,base,10,4.318358114511858e+17,4.3183581145118577e+18,3.434290224968226e+17,1.680166421425305e+17,2.2761400184434e+17,4.8402103924915104e+17,8.67013796846163e+17
0.1,1,diag,FE,noise,10,1570334271213371.8,1.5703342712133718e+16,8.178817003837938e+16,-1.2463391861272619e+17,-2.790937936742011e+16,5.026694418904858e+16,6.852170873923123e+16
0.1,1,diag,base,FE,10,4.318358114511858e+17,4.3183581145118577e+18,3.434290224968226e+17,1.680166421425305e+17,2.2761400184434e+17,4.8402103924915104e+17,8.67013796846163e+17
0.1,1,diag,base,base,10,2.468089128240636e+18,2.468089128240636e+19,3.570701605744952e+18,3.051854443136842e+17,4.064769761949546e+17,2.0383828598275077e+18,8.026111283824481e+18
0.1,1,diag,base,noise,10,3.375542988285031e+16,3.375542988285031e+17,3.073135220367767e+17,-2.632994324196267e+17,-1.6244068235939392e+17,6.937392488420647e+16,2.5477731051725357e+17
0.1,1,diag,noise,FE,10,1570334271213371.8,1.5703342712133718e+16,8.178817003837938e+16,-1.2463391861272619e+17,-2.790937936742011e+16,5.026694418904858e+16,6.852170873923123e+16
0.1,1,diag,noise,base,10,3.375542988285031e+16,3.375542988285031e+17,3.073135220367767e+17,-2.632994324196267e+17,-1.6244068235939392e+17,6.937392488420647e+16,2.5477731051725357e+17
0.1,1,diag,noise,noise,10,2.0890337783736755e+17,2.0890337783736755e+18,3.365608476365078e+17,2.0622207848056332e+16,3.3551350187401416e+16,1.9145918599377446e+17,4.598856019523727e+17
0.1,1,offdiag,FE,FE,90,1.5186119852365955e+17,1.366750786712936e+19,9952226838332424.0,1.4009962229536779e+17,1.4358431707456968e+17,1.575709377705957e+17,1.6661375874061222e+17
0.1,1,offdiag,FE,base,90,4.261506575491898e+17,3.835355917942709e+19,3.1328607844558906e+17,1.778194839470023e+17,2.1353384917543968e+17,5.2821979460361946e+17,9.846941997989656e+17
0.1,1,offdiag,FE,noise,90,-2177224236759608.5,-1.9595018130836477e+17,8.521717567383861e+16,-1.4541768031457466e+17,-3.1506261246214164e+16,5.241935492483245e+16,7.597690356693408e+16
0.1,1,offdiag,base,FE,90,4.2615065754918976e+17,3.835355917942708e+19,3.132860784455889e+17,1.778194839470023e+17,2.1353384917543968e+17,5.2821979460361946e+17,9.846941997989656e+17
0.1,1,offdiag,base,base,90,1.3452785700697037e+18,1.2107507130627334e+20,1.4302139295078774e+18,3.422859168473954e+17,4.714402013199186e+17,1.5917180771250468e+18,3.0549971610889656e+18
0.1,1,offdiag,base,noise,90,-2.830115117686611e+16,-2.54710360591795e+18,3.7347606683186016e+17,-3.813145476001923e+17,-8.811278260425698e+16,9.790030177848403e+16,2.508548242299787e+17
0.1,1,offdiag,noise,FE,90,-2177224236759615.2,-1.9595018130836538e+17,8.521717567383861e+16,-1.4541768031457466e+17,-3.1506261246214164e+16,5.241935492483245e+16,7.597690356693408e+16
0.1,1,offdiag,noise,base,90,-2.8301151176866116e+16,-2.5471036059179505e+18,3.734760668318602e+17,-3.813145476001923e+17,-8.811278260425698e+16,9.790030177848403e+16,2.508548242299787e+17
